,Airline,Source,Destination,Additional_Info,Price,dur_min,stops,journey_day,dep_time
3152,Jet Airways,Delhi,Cochin,No Info,12347.0,2040.0,2,3,182500
3153,Multiple carriers,Delhi,Cochin,No Info,7408.0,480.0,1,4,130000
3154,Jet Airways,Kolkata,Banglore,In-flight meal not included,7064.0,865.0,1,4,185500
3155,Jet Airways,Delhi,Cochin,In-flight meal not included,13843.0,925.0,1,0,130000
3156,IndiGo,Kolkata,Banglore,No Info,4174.0,155.0,0,2,153000
3157,Multiple carriers,Delhi,Cochin,No Info,16294.0,565.0,3,2,113500
3158,SpiceJet,Kolkata,Banglore,No check-in baggage included,3841.0,155.0,0,5,65500
3159,IndiGo,Banglore,Delhi,No Info,4423.0,170.0,0,5,40000
3160,Air India,Delhi,Cochin,No Info,5201.0,170.0,0,4,51000
3161,Air India,Banglore,New Delhi,No Info,12599.0,1705.0,2,6,64500
3162,IndiGo,Mumbai,Hyderabad,No Info,4049.0,90.0,0,1,62500
3163,Air India,Kolkata,Banglore,No Info,12797.0,1505.0,2,4,92500
3164,Jet Airways,Kolkata,Banglore,No Info,13067.0,870.0,1,4,202500
3165,Vistara,Kolkata,Banglore,No Info,9345.0,1350.0,1,4,202000
3166,IndiGo,Delhi,Cochin,No Info,6818.0,425.0,1,1,50500
3167,Jet Airways,Mumbai,Hyderabad,No Info,8040.0,90.0,0,1,102000
3168,Jet Airways,Delhi,Cochin,No Info,14300.0,1095.0,2,4,182000
3169,Multiple carriers,Delhi,Cochin,No Info,13727.0,435.0,1,2,181500
3170,Jet Airways,Banglore,New Delhi,In-flight meal not included,7832.0,1050.0,1,3,165500
3171,Multiple carriers,Delhi,Cochin,No Info,16259.0,535.0,1,1,40000
3172,IndiGo,Banglore,Delhi,No Info,4823.0,170.0,0,3,83000
3173,Jet Airways,Banglore,New Delhi,No Info,14151.0,1235.0,1,0,114000
3174,Air India,Kolkata,Banglore,No Info,13217.0,1200.0,2,3,92500
3175,Multiple carriers,Delhi,Cochin,No Info,6637.0,490.0,1,2,125000
3176,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,1025.0,1,4,185500
3177,Multiple carriers,Delhi,Cochin,In-flight meal not included,8401.0,555.0,1,3,100000
3178,SpiceJet,Kolkata,Banglore,No Info,3873.0,145.0,0,2,90000
3179,Jet Airways,Delhi,Cochin,In-flight meal not included,12410.0,505.0,2,0,200000
3180,Jet Airways,Delhi,Cochin,No Info,15129.0,1390.0,2,5,230500
3181,IndiGo,Banglore,Delhi,No Info,4423.0,170.0,0,5,130000
3182,Jet Airways,Delhi,Cochin,No Info,16079.0,360.0,1,0,130000
3183,Air India,Kolkata,Banglore,No Info,12219.0,1105.0,2,3,143000
3184,Multiple carriers,Delhi,Cochin,No Info,9103.0,845.0,1,2,45500
3185,Air India,Delhi,Cochin,No Info,8991.0,1350.0,1,4,94500
3186,Air India,Kolkata,Banglore,No Info,7893.0,1530.0,2,4,165000
3187,IndiGo,Mumbai,Hyderabad,No Info,4575.0,90.0,0,6,23000
3188,SpiceJet,Kolkata,Banglore,No Info,3873.0,145.0,0,1,90000
3189,Jet Airways,Banglore,New Delhi,In-flight meal not included,7832.0,935.0,1,3,54500
3190,IndiGo,Chennai,Kolkata,No Info,3597.0,140.0,0,5,144500
3191,Jet Airways,Kolkata,Banglore,No Info,13759.0,1575.0,1,6,211000
3192,Jet Airways,Banglore,Delhi,No Info,7229.0,185.0,0,0,185500
3193,SpiceJet,Kolkata,Banglore,No Info,3873.0,155.0,0,0,65500
3194,Multiple carriers,Delhi,Cochin,No Info,9794.0,780.0,1,2,60000
3195,Air India,Delhi,Cochin,No Info,6681.0,1125.0,1,2,133000
3196,IndiGo,Banglore,Delhi,No Info,4423.0,180.0,0,6,211500
3197,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,685.0,1,2,82500
3198,IndiGo,Delhi,Cochin,No Info,7258.0,705.0,1,6,91500
3199,Jet Airways,Mumbai,Hyderabad,In-flight meal not included,4995.0,90.0,0,4,102000
3200,Jet Airways,Delhi,Cochin,No Info,14924.0,1325.0,1,4,205500
3201,Vistara,Banglore,New Delhi,No Info,6590.0,1665.0,1,4,64000
3202,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,940.0,1,2,205500
3203,SpiceJet,Kolkata,Banglore,No Info,4760.0,150.0,0,1,90000
3204,Jet Airways,Delhi,Cochin,In-flight meal not included,6643.0,1475.0,2,2,191000
3205,IndiGo,Mumbai,Hyderabad,No Info,2754.0,90.0,0,0,190500
3206,IndiGo,Delhi,Cochin,No Info,6493.0,310.0,1,4,170500
3207,IndiGo,Kolkata,Banglore,No Info,6218.0,325.0,1,4,180500
3208,Air India,Delhi,Cochin,No Info,10861.0,800.0,2,3,55500
3209,IndiGo,Delhi,Cochin,No Info,7094.0,515.0,1,0,73500
3210,SpiceJet,Mumbai,Hyderabad,No Info,2227.0,85.0,0,6,224500
3211,Jet Airways,Banglore,Delhi,In-flight meal not included,4544.0,180.0,0,6,195000
3212,Air India,Banglore,New Delhi,No Info,7664.0,630.0,2,3,55000
3213,Jet Airways,Banglore,Delhi,No Info,8016.0,180.0,0,3,174500
3214,Air Asia,Kolkata,Banglore,No Info,3807.0,150.0,0,0,225000
3215,Air India,Delhi,Cochin,No Info,12698.0,725.0,2,2,71000
3216,Jet Airways,Kolkata,Banglore,In-flight meal not included,8586.0,1330.0,1,4,63000
3217,Jet Airways,Kolkata,Banglore,In-flight meal not included,7064.0,1330.0,1,4,63000
3218,IndiGo,Delhi,Cochin,No Info,5601.0,195.0,0,4,53500
3219,SpiceJet,Delhi,Cochin,No Info,4760.0,380.0,1,1,154500
3220,Air India,Kolkata,Banglore,No Info,12797.0,1470.0,3,2,100000
3221,IndiGo,Kolkata,Banglore,No Info,4226.0,255.0,1,1,61500
3222,Jet Airways,Kolkata,Banglore,No Info,14151.0,395.0,1,3,170000
3223,IndiGo,Delhi,Cochin,No Info,6628.0,890.0,1,2,104500
3224,IndiGo,Banglore,New Delhi,No Info,6494.0,170.0,0,1,40000
3225,Multiple carriers,Delhi,Cochin,No Info,11200.0,505.0,1,6,103500
3226,IndiGo,Kolkata,Banglore,No Info,4804.0,155.0,0,0,153000
3227,Air Asia,Kolkata,Banglore,No Info,5192.0,720.0,1,4,224000
3228,Jet Airways,Delhi,Cochin,No Info,13014.0,1125.0,2,4,94000
3229,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,1525.0,1,1,211000
3230,Multiple carriers,Delhi,Cochin,No Info,15603.0,510.0,1,0,70000
3231,GoAir,Banglore,Delhi,No Info,4239.0,175.0,0,0,74500
3232,Jet Airways,Kolkata,Banglore,No Info,13044.0,1200.0,1,4,140500
3233,Jet Airways,Delhi,Cochin,In-flight meal not included,12898.0,870.0,1,0,181500
3234,SpiceJet,Kolkata,Banglore,No Info,4760.0,520.0,1,4,83500
3235,Jet Airways,Kolkata,Banglore,No Info,14781.0,365.0,1,2,163000
3236,Jet Airways,Delhi,Cochin,No Info,12557.0,655.0,1,3,173000
3237,Multiple carriers,Delhi,Cochin,No Info,13875.0,845.0,1,0,44500
3238,Jet Airways,Delhi,Cochin,In-flight meal not included,11507.0,1130.0,2,5,93500
3239,Air India,Kolkata,Banglore,No Info,5510.0,150.0,0,1,141500
3240,GoAir,Kolkata,Banglore,No Info,6811.25,455.0,1,6,162500
3241,Jet Airways,Kolkata,Banglore,No Info,8355.0,435.0,1,4,102000
3242,Jet Airways,Banglore,Delhi,No Info,8016.0,185.0,0,6,185500
3243,IndiGo,Delhi,Cochin,No Info,6314.0,625.0,1,0,103500
3244,Air India,Delhi,Cochin,No Info,5831.0,170.0,0,1,51000
3245,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,550.0,1,0,191500
3246,Multiple carriers,Delhi,Cochin,In-flight meal not included,15136.0,700.0,1,0,135500
3247,Jet Airways,Banglore,New Delhi,In-flight meal not included,7832.0,830.0,1,3,203500
3248,SpiceJet,Chennai,Kolkata,No Info,3859.0,135.0,0,6,82000
3249,IndiGo,Kolkata,Banglore,No Info,4174.0,150.0,0,1,151500
3250,Jet Airways,Banglore,New Delhi,No Info,14151.0,340.0,1,0,54500
3251,IndiGo,Delhi,Cochin,No Info,6494.0,975.0,1,1,44500
3252,IndiGo,Banglore,Delhi,No Info,4823.0,175.0,0,1,71000
3253,Air India,Banglore,New Delhi,No Info,7276.0,165.0,0,6,100000
3254,Multiple carriers,Delhi,Cochin,No Info,12192.0,540.0,1,4,100000
3255,Air Asia,Delhi,Cochin,No Info,6451.0,865.0,1,6,164500
3256,Air India,Kolkata,Banglore,No Info,13033.0,920.0,2,1,100000
3257,Jet Airways,Banglore,New Delhi,No Info,14151.0,570.0,1,3,54500
3258,IndiGo,Kolkata,Banglore,No Info,4804.0,150.0,0,3,151500
3259,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,1550.0,1,2,185500
3260,Air India,Delhi,Cochin,No Info,12436.0,1820.0,2,4,125500
3261,IndiGo,Banglore,Delhi,No Info,4823.0,175.0,0,4,71000
3262,IndiGo,Mumbai,Hyderabad,No Info,2227.0,90.0,0,2,212000
3263,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,940.0,1,6,205500
3264,Jet Airways,Delhi,Cochin,No Info,14151.0,1225.0,1,6,80000
3265,Jet Airways,Delhi,Cochin,In-flight meal not included,9296.0,1325.0,2,2,62000
3266,Air India,Delhi,Cochin,No Info,6094.0,185.0,0,3,180500
3267,Jet Airways,Kolkata,Banglore,In-flight meal not included,8586.0,1215.0,1,4,82500
3268,Jet Airways,Delhi,Cochin,In-flight meal not included,10919.0,1300.0,2,5,64500
3269,GoAir,Kolkata,Banglore,No Info,6811.25,455.0,1,4,164000
3270,Jet Airways,Delhi,Cochin,No Info,14714.0,395.0,1,4,215000
3271,Air India,Delhi,Cochin,No Info,5201.0,180.0,0,0,141000
3272,Air India,Delhi,Cochin,No Info,7090.0,1420.0,2,2,94500
3273,IndiGo,Mumbai,Hyderabad,No Info,4575.0,90.0,0,2,91000
3274,Multiple carriers,Delhi,Cochin,No Info,9646.0,545.0,1,2,70500
3275,IndiGo,Delhi,Cochin,No Info,5636.0,325.0,1,4,20000
3276,Multiple carriers,Delhi,Cochin,No Info,9646.0,545.0,1,5,70500
3277,Jet Airways,Mumbai,Hyderabad,In-flight meal not included,4050.0,90.0,0,1,194000
3278,Jet Airways,Delhi,Cochin,No Info,14714.0,1270.0,1,4,215000
3279,IndiGo,Kolkata,Banglore,No Info,4804.0,150.0,0,1,151500
3280,Jet Airways,Delhi,Cochin,In-flight meal not included,10577.0,870.0,1,4,181500
3281,GoAir,Banglore,Delhi,No Info,3898.0,165.0,0,5,205500
3282,Jet Airways,Kolkata,Banglore,No Info,14571.0,960.0,1,3,200000
3283,Jet Airways,Delhi,Cochin,In-flight meal not included,10919.0,1300.0,2,5,64500
3284,Jet Airways,Banglore,Delhi,No Info,8016.0,165.0,0,1,60000
3285,IndiGo,Delhi,Cochin,No Info,6287.0,425.0,1,3,45500
3286,Air India,Kolkata,Banglore,No Info,8366.0,905.0,1,3,165000
3287,Jet Airways,Delhi,Cochin,In-flight meal not included,15400.0,440.0,1,0,113000
3288,Vistara,Banglore,New Delhi,No Info,8553.0,160.0,0,6,194000
3289,SpiceJet,Kolkata,Banglore,No check-in baggage included,3841.0,155.0,0,2,65500
3290,Air India,Delhi,Cochin,No Info,10021.0,1545.0,2,2,55500
3291,SpiceJet,Chennai,Kolkata,No Info,3597.0,140.0,0,0,174500
3292,IndiGo,Chennai,Kolkata,No Info,4332.0,145.0,0,4,113500
3293,GoAir,Banglore,Delhi,No Info,3898.0,165.0,0,4,205500
3294,Jet Airways,Mumbai,Hyderabad,No Info,14151.0,1665.0,2,0,130500
3295,Vistara,Kolkata,Banglore,No Info,8610.0,975.0,1,3,71000
3296,IndiGo,Kolkata,Banglore,No Info,4804.0,155.0,0,5,171500
3297,Air India,Delhi,Cochin,No Info,13591.0,1730.0,2,6,142500
3298,Jet Airways,Kolkata,Banglore,No Info,14781.0,590.0,1,2,63000
3299,Jet Airways,Banglore,New Delhi,In-flight meal not included,9134.0,315.0,1,4,80000
3300,Air India,Delhi,Cochin,No Info,10493.0,1545.0,2,4,55500
3301,Jet Airways,Banglore,New Delhi,In-flight meal not included,8147.0,1280.0,1,6,114000
3302,SpiceJet,Kolkata,Banglore,No Info,3873.0,150.0,0,4,222000
3303,Jet Airways,Kolkata,Banglore,No Info,14571.0,1025.0,1,4,185500
3304,Air India,Banglore,New Delhi,No Info,11003.0,655.0,2,6,103000
3305,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,550.0,1,2,191500
3306,Jet Airways,Delhi,Cochin,No Info,12719.0,995.0,1,3,21500
3307,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,1325.0,1,0,205500
3308,Air India,Banglore,Delhi,No Info,7171.0,165.0,0,4,170000
3309,SpiceJet,Banglore,Delhi,No Info,4423.0,160.0,0,5,55500
3310,Multiple carriers,Delhi,Cochin,In-flight meal not included,12616.0,490.0,1,1,172500
3311,Air India,Delhi,Cochin,No Info,12970.0,1560.0,2,6,171500
3312,Jet Airways,Kolkata,Banglore,No Info,14914.0,775.0,1,6,211000
3313,Jet Airways,Mumbai,Hyderabad,In-flight meal not included,3210.0,85.0,0,2,25500
3314,GoAir,Banglore,Delhi,No Info,4632.0,175.0,0,6,74500
3315,Jet Airways,Delhi,Cochin,In-flight meal not included,12373.0,655.0,1,3,173000
3316,IndiGo,Kolkata,Banglore,No Info,4804.0,150.0,0,5,142500
3317,Multiple carriers,Delhi,Cochin,No Info,13587.0,565.0,3,6,113500
3318,Multiple carriers,Delhi,Cochin,No Info,13587.0,780.0,1,6,80000
3319,Jet Airways,Delhi,Cochin,No Info,12819.0,1760.0,2,3,230500
3320,Air Asia,Delhi,Cochin,No Info,6151.0,660.0,1,2,201000
3321,Jet Airways,Banglore,Delhi,No Info,8016.0,175.0,0,6,151500
3322,Multiple carriers,Delhi,Cochin,No Info,15135.0,680.0,1,0,73000
3323,IndiGo,Delhi,Cochin,No Info,6794.0,500.0,1,1,171000
3324,Vistara,Kolkata,Banglore,No Info,8610.0,1640.0,1,2,170000
3325,Air India,Kolkata,Banglore,No Info,12723.0,1840.0,2,5,55000
3326,Air India,Kolkata,Banglore,No Info,7662.0,270.0,1,3,120000
3327,Multiple carriers,Delhi,Cochin,No Info,14343.0,515.0,1,1,170000
3328,Multiple carriers,Delhi,Cochin,No Info,6795.0,910.0,1,6,102000
3329,SpiceJet,Kolkata,Banglore,No Info,3873.0,150.0,0,3,222000
3330,IndiGo,Mumbai,Hyderabad,No Info,2754.0,90.0,0,4,190500
3331,Air India,Mumbai,Hyderabad,No Info,12219.0,905.0,1,0,61000
3332,Multiple carriers,Delhi,Cochin,No Info,11098.0,460.0,1,6,45500
3333,Jet Airways,Kolkata,Banglore,In-flight meal not included,10539.0,1745.0,1,4,170000
3334,Air India,Delhi,Cochin,No Info,9929.0,735.0,1,0,70000
3335,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,1430.0,1,3,163000
3336,Jet Airways,Kolkata,Banglore,No Info,12692.0,1730.0,1,3,93500
3337,Jet Airways,Delhi,Cochin,In-flight meal not included,9212.0,455.0,1,3,205000
3338,Multiple carriers,Delhi,Cochin,No Info,13727.0,630.0,1,2,150000
3339,Air Asia,Banglore,Delhi,No Info,4282.0,170.0,0,5,45500
3340,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,1285.0,1,4,185500
3341,Air India,Delhi,Cochin,No Info,7480.0,965.0,1,3,172000
3342,IndiGo,Banglore,Delhi,No Info,4823.0,180.0,0,5,165500
3343,Jet Airways,Delhi,Cochin,In-flight meal not included,12373.0,825.0,1,5,225000
3344,Multiple carriers,Delhi,Cochin,No Info,7215.0,560.0,1,3,114000
3345,Air India,Delhi,Cochin,No Info,7480.0,1640.0,1,3,60500
3346,Multiple carriers,Delhi,Cochin,No Info,8143.0,720.0,1,0,90000
3347,IndiGo,Banglore,Delhi,No Info,4823.0,175.0,0,1,182500
3348,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,735.0,1,3,200000
3349,SpiceJet,Banglore,Delhi,No Info,4760.0,175.0,0,2,211000
3350,Vistara,Kolkata,Banglore,No Info,9555.0,1440.0,1,5,202000
3351,IndiGo,Banglore,New Delhi,No Info,4777.0,165.0,0,3,13000
3352,SpiceJet,Banglore,New Delhi,No Info,4760.0,175.0,0,6,93500
3353,IndiGo,Kolkata,Banglore,No Info,6494.0,295.0,1,4,92000
3354,Jet Airways,Delhi,Cochin,No Info,14151.0,440.0,2,4,114000
3355,IndiGo,Kolkata,Banglore,No Info,6494.0,295.0,1,2,92000
3356,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,1415.0,1,2,211000
3357,Multiple carriers,Delhi,Cochin,No Info,15078.0,435.0,1,3,181500
3358,SpiceJet,Mumbai,Hyderabad,No Info,2017.0,90.0,0,5,224500
3359,Air Asia,Kolkata,Banglore,No Info,4409.0,150.0,0,6,225000
3360,IndiGo,Delhi,Cochin,No Info,5054.0,275.0,1,4,73500
3361,Air India,Banglore,New Delhi,No Info,10111.0,980.0,2,4,55000
3362,SpiceJet,Banglore,New Delhi,No check-in baggage included,4273.0,170.0,0,0,203000
3363,Jet Airways,Delhi,Cochin,In-flight meal not included,8728.0,1735.0,2,3,135500
3364,Air India,Kolkata,Banglore,No Info,8576.0,905.0,1,4,165000
3365,Jet Airways,Banglore,Delhi,No Info,8016.0,180.0,0,2,174500
3366,Jet Airways,Banglore,Delhi,No Info,8016.0,175.0,0,4,151500
3367,Jet Airways,Kolkata,Banglore,No Info,14151.0,1630.0,1,5,202500
3368,IndiGo,Banglore,Delhi,No Info,4423.0,165.0,0,0,60500
3369,Jet Airways,Mumbai,Hyderabad,In-flight meal not included,4050.0,85.0,0,5,70500
3370,Jet Airways,Kolkata,Banglore,No Info,14781.0,345.0,1,2,140500
3371,Jet Airways,Kolkata,Banglore,In-flight meal not included,8586.0,735.0,1,2,200000
3372,Air Asia,Kolkata,Banglore,No Info,5162.0,215.0,1,1,195500
3373,Jet Airways,Kolkata,Banglore,No Info,13731.0,450.0,1,4,211000
3374,Jet Airways,Delhi,Cochin,In-flight meal not included,7438.0,925.0,1,3,130000
3375,Jet Airways,Kolkata,Banglore,No Info,14151.0,1520.0,1,2,93500
3376,Vistara,Banglore,Delhi,No Info,5613.0,170.0,0,2,210000
3377,IndiGo,Kolkata,Banglore,No Info,5380.0,290.0,1,2,151500
3378,Jet Airways,Delhi,Cochin,In-flight meal not included,7438.0,1015.0,1,3,113000
3379,Multiple carriers,Delhi,Cochin,No Info,9646.0,925.0,1,6,70500
3380,Air Asia,Delhi,Cochin,No Info,6853.0,625.0,1,2,204500
3381,Jet Airways,Banglore,New Delhi,No Info,13555.0,375.0,1,0,140500
3382,IndiGo,Delhi,Cochin,No Info,5883.0,480.0,1,5,173000
3383,IndiGo,Delhi,Cochin,No Info,6171.0,425.0,1,1,45500
3384,IndiGo,Mumbai,Hyderabad,No Info,3175.0,90.0,0,1,165500
3385,IndiGo,Delhi,Cochin,No Info,4832.0,370.0,1,2,74500
3386,Multiple carriers,Delhi,Cochin,No Info,13377.0,570.0,1,6,160000
3387,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,520.0,1,0,194500
3388,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,1100.0,1,6,181500
3389,Air India,Delhi,Cochin,No Info,8603.0,1180.0,2,5,120000
3390,Jet Airways,Kolkata,Banglore,In-flight meal not included,8586.0,1330.0,1,3,63000
3391,Vistara,Kolkata,Banglore,No Info,8452.0,765.0,1,1,202000
3392,Jet Airways,Kolkata,Banglore,No Info,14231.0,1395.0,1,6,185500
3393,Jet Airways,Delhi,Cochin,No Info,16289.0,660.0,1,1,80000
3394,SpiceJet,Banglore,New Delhi,No Info,4760.0,175.0,0,6,93500
3395,IndiGo,Mumbai,Hyderabad,No Info,2754.0,90.0,0,3,23500
3396,Multiple carriers,Delhi,Cochin,No Info,9646.0,925.0,1,4,70500
3397,Air India,Chennai,Kolkata,No Info,4667.0,135.0,0,0,114000
3398,IndiGo,Kolkata,Banglore,No Info,4804.0,155.0,0,6,153000
3399,IndiGo,Banglore,New Delhi,No Info,4545.0,165.0,0,1,13000
3400,Jet Airways,Banglore,New Delhi,No Info,14151.0,1290.0,1,3,225000
3401,Jet Airways,Delhi,Cochin,No Info,12647.0,1375.0,2,3,53000
3402,Jet Airways,Kolkata,Banglore,In-flight meal not included,8586.0,1090.0,1,5,140500
3403,IndiGo,Chennai,Kolkata,No Info,5277.0,140.0,0,4,220500
3404,IndiGo,Delhi,Cochin,No Info,6206.0,845.0,1,2,113000
3405,Air Asia,Banglore,Delhi,No Info,4483.0,165.0,0,2,111000
3406,Vistara,Kolkata,Banglore,No Info,9870.0,1550.0,1,4,170000
3407,SpiceJet,Kolkata,Banglore,No check-in baggage included,3841.0,150.0,0,3,171000
3408,SpiceJet,Kolkata,Banglore,No check-in baggage included,3815.0,150.0,0,2,90000
3409,IndiGo,Banglore,New Delhi,No Info,6860.0,170.0,0,6,233000
3410,Jet Airways,Kolkata,Banglore,No Info,12121.0,870.0,1,5,202500
3411,Jet Airways,Delhi,Cochin,In-flight meal not included,5963.0,535.0,1,2,95500
3412,SpiceJet,Banglore,Delhi,No Info,3625.0,160.0,0,3,55500
3413,SpiceJet,Kolkata,Banglore,No check-in baggage included,3841.0,145.0,0,5,90000
3414,IndiGo,Banglore,Delhi,No Info,4823.0,170.0,0,4,200000
3415,Multiple carriers,Delhi,Cochin,No Info,9646.0,385.0,1,4,94500
3416,Jet Airways,Delhi,Cochin,In-flight meal not included,10152.0,620.0,1,0,21500
3417,IndiGo,Delhi,Cochin,No Info,7514.0,940.0,1,2,65000
3418,Jet Airways,Banglore,New Delhi,No Info,14151.0,685.0,1,0,70000
3419,Jet Airways,Kolkata,Banglore,No Info,13584.0,910.0,1,2,185500
3420,Air India,Kolkata,Banglore,No Info,11222.0,1415.0,2,1,82000
3421,IndiGo,Chennai,Kolkata,No Info,3850.0,140.0,0,5,75500
3422,Vistara,Banglore,New Delhi,No Info,7608.0,160.0,0,6,120000
3423,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,1220.0,1,3,200000
3424,Multiple carriers,Delhi,Cochin,No Info,7408.0,510.0,1,4,170000
3425,Vistara,Chennai,Kolkata,No Info,3687.0,135.0,0,5,70500
3426,SpiceJet,Delhi,Cochin,No Info,4760.0,375.0,1,6,163500
3427,Jet Airways,Kolkata,Banglore,In-flight meal not included,9663.0,1610.0,1,2,63000
3428,Air India,Kolkata,Banglore,No Info,12829.0,1128.75,2,6,70000
3429,IndiGo,Delhi,Cochin,No Info,6069.0,300.0,1,3,160000
3430,Jet Airways,Kolkata,Banglore,In-flight meal not included,8529.0,1640.0,1,4,163000
3431,Vistara,Kolkata,Banglore,No Info,8085.0,385.0,1,3,170000
3432,Vistara,Banglore,Delhi,No Info,4878.0,165.0,0,2,193000
3433,IndiGo,Banglore,Delhi,No Info,4077.0,170.0,0,0,130000
3434,IndiGo,Kolkata,Banglore,No Info,7605.0,315.0,1,3,210000
3435,Jet Airways,Delhi,Cochin,No Info,13014.0,1375.0,2,5,53000
3436,IndiGo,Delhi,Cochin,No Info,6494.0,885.0,1,6,73500
3437,Jet Airways,Kolkata,Banglore,No Info,14151.0,1005.0,1,3,170000
3438,Air India,Delhi,Cochin,No Info,12497.0,1105.0,2,0,131500
3439,Jet Airways,Delhi,Cochin,No Info,14151.0,995.0,1,0,21500
3440,SpiceJet,Chennai,Kolkata,No Info,4760.0,140.0,0,1,93000
3441,Multiple carriers,Delhi,Cochin,No Info,15147.0,470.0,1,0,174500
3442,Multiple carriers,Delhi,Cochin,No Info,6795.0,760.0,1,6,125000
3443,IndiGo,Mumbai,Hyderabad,No Info,5755.0,85.0,0,6,190500
3444,Air India,Kolkata,Banglore,No Info,10203.0,1185.0,1,3,203000
3445,Jet Airways,Delhi,Cochin,No Info,14714.0,1015.0,1,3,113000
3446,IndiGo,Banglore,New Delhi,No Info,4545.0,170.0,0,0,222000
3447,Jet Airways,Kolkata,Banglore,No Info,14781.0,855.0,1,2,63000
3448,Air India,Banglore,New Delhi,No Info,11602.0,1655.0,2,1,73000
3449,IndiGo,Mumbai,Hyderabad,No Info,4049.0,90.0,0,2,62500
3450,Jet Airways,Delhi,Cochin,In-flight meal not included,13029.0,1375.0,2,3,53000
3451,Jet Airways,Kolkata,Banglore,No Info,14571.0,740.0,1,4,82500
3452,Air India,Banglore,Delhi,No Info,6961.0,165.0,0,4,61000
3453,SpiceJet,Kolkata,Banglore,No Info,4760.0,520.0,1,2,83500
3454,SpiceJet,Kolkata,Banglore,No check-in baggage included,3841.0,155.0,0,4,65500
3455,Jet Airways,Delhi,Cochin,No Info,11538.0,1325.0,2,3,62000
3456,Vistara,Kolkata,Banglore,No Info,8610.0,1440.0,1,2,202000
3457,Air India,Delhi,Cochin,No Info,11552.0,2170.0,2,0,70500
3458,Multiple carriers,Delhi,Cochin,No Info,7408.0,840.0,1,6,70000
3459,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,1010.0,1,3,194500
3460,Air India,Kolkata,Banglore,No Info,10991.0,1625.0,2,2,55000
3461,Multiple carriers,Delhi,Cochin,No Info,13587.0,435.0,1,4,181500
3462,Air India,Delhi,Cochin,No Info,7480.0,1255.0,1,2,123000
3463,IndiGo,Banglore,New Delhi,No Info,6351.0,295.0,1,1,175500
3464,Multiple carriers,Delhi,Cochin,In-flight meal not included,7153.0,420.0,1,0,140000
3465,Air Asia,Kolkata,Banglore,No Info,4409.0,150.0,0,2,195500
3466,IndiGo,Kolkata,Banglore,No Info,7228.0,315.0,1,2,210000
3467,Multiple carriers,Delhi,Cochin,No Info,11667.0,650.0,1,2,80000
3468,SpiceJet,Kolkata,Banglore,No Info,4649.0,315.0,1,4,150500
3469,Air India,Kolkata,Banglore,No Info,12592.0,1255.0,2,3,165000
3470,Multiple carriers,Delhi,Cochin,No Info,11789.0,520.0,1,4,102000
3471,Air India,Chennai,Kolkata,No Info,4667.0,135.0,0,6,114000
3472,Air Asia,Kolkata,Banglore,No Info,6451.0,720.0,1,1,224000
3473,Air India,Delhi,Cochin,No Info,6902.0,375.0,1,2,130000
3474,Jet Airways,Kolkata,Banglore,No Info,14781.0,520.0,1,1,200000
3475,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,850.0,1,5,82500
3476,Air India,Kolkata,Banglore,No Info,11522.0,1975.0,2,6,54000
3477,Air India,Banglore,Delhi,No Info,6121.0,170.0,0,6,132000
3478,Vistara,Kolkata,Banglore,No Info,8610.0,385.0,1,3,170000
3479,Air Asia,Kolkata,Banglore,No Info,5620.0,150.0,0,6,225000
3480,IndiGo,Kolkata,Banglore,No Info,4804.0,150.0,0,0,151500
3481,Multiple carriers,Delhi,Cochin,No Info,7005.0,640.0,1,0,102000
3482,Jet Airways,Delhi,Cochin,No Info,15129.0,1195.0,2,5,230500
3483,Jet Airways,Kolkata,Banglore,In-flight meal not included,8586.0,520.0,1,4,200000
3484,Multiple carriers,Delhi,Cochin,No Info,10197.0,660.0,1,5,80000
3485,Multiple carriers,Delhi,Cochin,No Info,10667.0,605.0,1,2,91000
3486,IndiGo,Kolkata,Banglore,No Info,6494.0,295.0,1,4,92000
3487,Air India,Delhi,Cochin,No Info,12488.0,1855.0,2,0,122000
3488,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,685.0,1,5,82500
3489,Air India,Delhi,Cochin,No Info,9968.0,1595.0,2,2,164000
